0,-1,-1,-1,-1,654,-1,32,15,-1,-1,-1,1941,68,6.01,28100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,-1,-1,0,0,-1,-1,1,0,0,0,0,0,43671,43671,24210,0,24210,19461,609,18852,43671,34960,7481,307,265,0,133,525,27589,13009,72,89,166,359,500,515,604,499,4095,821,1961,630,1713,759,136,90,14580,124,49,202,527,528,580,532,526,5237,1232,2010,759,1532,570,140,32,15972,1635,945,929,1074,876,1014,1079,951,904,1614,2049,1689,679,205,144,185,0,0,1,0,769,1,0,181,0.8102721,0.0071154,0.0061419,0.173388,0.0030826,0.1802168,0.268694,0.3382508,0.1023666,0.059166,0.0581643,0.0672427,0.054846,0.0634861,0.0675557,0.0595417,0.056599,0.1010518,0.128287,0.1057476,0.0425119,0.012835,0.0090158,0.0115828,49529.80184,-0.0000229,0.3036651,13261.36,1,1,-1,1,0,0,0,164021,164021,0,0,0,1
0,-1,-1,-1,-1,1605,-1,69,32,-1,-1,-1,-1,123,6.01,91049,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,-1,-1,0,0,-1,-1,0,0,0,0,1,0,140415,140415,63708,1948,61760,76707,1354,75353,140415,122349,14233,790,535,41,755,1712,96010,45983,288,161,580,1202,1308,1672,1576,1800,13020,2900,7800,2385,7348,2397,1044,502,50027,302,169,404,1091,1510,1655,1653,1887,15408,3558,8198,3337,6877,3285,509,184,55356,4874,3834,3480,3846,3793,3795,3862,3465,3028,5236,5672,5216,2102,1092,1034,1027,0,0,1,0,1829,1,0,181,0.8820934,0.0056956,0.0038572,0.1026149,0.0057389,0.2306635,0.2934903,0.2960941,0.0880483,0.0692608,0.0628658,0.0694776,0.0685201,0.0685563,0.0697666,0.0625948,0.0547005,0.0945878,0.1024641,0.0942265,0.0379724,0.0197269,0.0186791,0.0185526,50723.99586,-0.00000712,0.2765231,38827.99,1,2,-1,2,0,0,0,164021,164021,0,0,0,1
0,-1,-1,-1,-1,2103,-1,202,186,-1,-1,-1,-1,951,6.01,16125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,-1,-1,0,1,-1,-1,0,0,0,0,0,0,29038,29038,8574,0,8574,20464,529,19935,29038,14909,13487,101,30,0,292,219,18896,9547,200,168,232,550,464,550,576,674,3064,574,1048,496,731,130,78,12,9349,276,121,341,554,538,496,485,454,3060,622,891,394,631,410,64,12,10432,2425,1109,803,862,728,603,523,486,480,726,586,576,221,115,103,86,0,0,1,0,3442,1,0,181,0.5173323,0.0035046,0.001041,0.4679899,0.0101322,0.1094412,0.213008,0.3240898,0.2324578,0.1063075,0.0769747,0.0826304,0.0697853,0.0578029,0.0501342,0.0465874,0.0460123,0.0695936,0.0561733,0.0552147,0.0211848,0.0110238,0.0098735,0.0082439,36429.25598,-0.0000344,0.4445049,12907.53,1,3,-1,3,0,0,0,164021,164021,0,0,0,1
0,-1,-1,-1,-1,833,-1,70,38,-1,-1,-1,-1,243,6.01,11880,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,-1,-1,1,0,-1,-1,0,1,0,0,0,0,20826,20826,3785,0,3785,17041,224,16817,20826,15928,4632,61,12,0,74,119,13540,6941,169,94,271,464,460,424,372,441,2465,332,775,272,242,94,51,15,6599,92,43,213,437,402,491,276,335,2373,386,580,411,309,228,16,7,7383,1157,698,552,636,461,515,496,479,379,585,616,549,175,36,22,27,0,0,1,0,1184,1,0,181,0.7692085,0.0029459,0.0005795,0.2236925,0.0035737,0.0710487,0.203545,0.3573117,0.1567114,0.0945415,0.0747664,0.0861438,0.0624407,0.0697548,0.0671814,0.0648788,0.0513341,0.0792361,0.0834349,0.07436,0.0237031,0.0048761,0.0029798,0.003657,38780.98296,-0.000048,0.367305,7649.494,1,4,-1,4,0,0,0,164021,164021,0,0,0,1
0,-1,-1,-1,-1,611,-1,32,15,-1,-1,-1,-1,85,6.01,28018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,-1,-1,0,0,-1,-1,0,0,0,0,0,0,51024,51024,4695,0,4695,46329,1437,44892,51024,48098,563,182,114,13,1502,552,33702,16486,362,166,740,821,827,975,714,650,5812,1092,2056,781,976,338,132,44,17216,164,142,532,799,868,1011,714,475,6324,1240,1888,1314,996,555,115,79,19153,2377,1423,1328,1291,1527,1558,1222,1202,982,1770,2036,1477,517,204,133,106,0,0,1,0,743,1,0,181,0.952964,0.003606,0.0022587,0.0111547,0.0300166,0.0959884,0.2483829,0.3600973,0.1241059,0.0742965,0.0693364,0.0674046,0.0797264,0.081345,0.063802,0.0627578,0.0512713,0.0924137,0.1063019,0.0771159,0.0269932,0.0106511,0.0069441,0.0055344,43060.22557,-0.0000196,0.2660464,13574.75,1,5,-1,5,0,0,0,164021,164021,0,0,0,1
0,-1,-1,-1,-1,1753,-1,113,97,-1,-1,-1,-1,255,6.01,7272,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,-1,-1,0,1,-1,-1,0,0,0,0,0,0,11714,11714,4499,0,4499,7215,310,6905,11714,3090,8444,57,10,0,33,80,7570,3994,79,58,143,285,209,376,268,263,1396,181,352,102,185,68,23,6,3576,64,59,154,303,116,189,240,186,1271,264,306,120,145,140,13,6,3993,1158,474,305,353,250,247,239,184,103,243,164,170,52,32,0,19,0,0,1,0,2218,1,0,181,0.2656008,0.0048994,0.0008595,0.7258037,0.0028365,0.0774108,0.175033,0.3523118,0.2900075,0.1187077,0.0763837,0.0884047,0.0626096,0.0618583,0.0598547,0.0460806,0.0257951,0.0608565,0.0410719,0.0425745,0.0130228,0.008014,0,0.0047583,30233.53374,-0.0000854,0.5426653,6356.781,1,6,-1,6,0,0,0,164021,164021,0,0,0,1
0,-1,-1,-1,-1,1790,-1,125,145,-1,-1,-1,-1,619,6.01,11905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,-1,-1,0,0,-1,-1,0,1,0,0,0,0,21399,21399,5287,0,5287,16112,469,15643,21399,12467,8814,7,54,0,10,47,13767,6189,124,106,251,406,318,326,236,303,2211,360,612,269,480,73,104,10,7578,120,80,248,412,378,459,398,274,2538,580,983,342,535,184,38,9,8386,1809,840,791,786,554,586,457,501,263,576,439,383,135,55,67,144,0,0,1,0,2679,1,0,181,0.5838797,0.0003278,0.002529,0.4127951,0.0004683,0.1040895,0.2285175,0.3449553,0.2157167,0.1001669,0.0943239,0.0937276,0.0660625,0.0698784,0.0544956,0.0597424,0.0313618,0.0686859,0.0523492,0.0456714,0.0160983,0.0065586,0.0079895,0.0171715,36181.73167,-0.0000467,0.4182923,8951.036,1,7,-1,7,0,0,0,164021,164021,0,0,0,1
0,-1,-1,-1,-1,1977,-1,64,41,-1,-1,-1,-1,221,6.01,48696,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,-1,-1,0,0,-1,-1,1,0,0,0,1,0,112249,112249,77606,73480,4126,34643,681,33962,112249,88908,20458,437,671,21,616,1138,74015,34514,368,183,580,1626,1510,1678,1460,1175,10808,2053,5545,1903,3368,1354,580,323,39501,366,255,885,1895,1964,2117,1819,1437,13048,2741,5472,1862,3244,1978,248,170,45380,6730,4043,3704,3632,3326,3156,3007,2709,2144,3674,3712,2853,1257,426,497,510,0,0,1,0,2303,1,0,181,0.8001728,0.003933,0.006039,0.1841222,0.005733,0.1521989,0.2644869,0.322313,0.1483032,0.0890921,0.0816219,0.0800353,0.0732922,0.0695461,0.0662627,0.0596959,0.0472455,0.0809608,0.0817982,0.0628691,0.0276994,0.0093874,0.010952,0.0112384,41414.22393,-0.00000891,0.3259055,36582.57,1,8,-1,8,0,0,0,164021,164021,0,0,0,1
0,-1,-1,-1,-1,1133,-1,87,47,-1,-1,-1,-1,219,6.01,20995,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,-1,-1,0,0,-1,-1,0,0,0,0,0,0,36583,36583,18418,0,18418,18165,331,17834,36583,22263,14019,80,10,0,64,147,24497,11111,232,102,323,641,681,779,567,561,3709,706,1161,467,789,275,67,51,13386,259,149,528,823,811,824,902,596,4154,1036,1500,647,764,306,73,14,14545,2496,1339,1310,1111,1085,965,957,1070,722,1128,1174,705,214,46,97,126,0,0,1,0,1486,1,0,181,0.6110166,0.0021956,0.0002745,0.3847568,0.0017565,0.0954811,0.2252112,0.3209781,0.1716054,0.0920591,0.0900653,0.0763836,0.0745961,0.0663458,0.0657958,0.0735648,0.049639,0.0775524,0.080715,0.0484703,0.014713,0.0031626,0.006669,0.0086628,37265.38354,-0.0000273,0.4209368,15399.13,1,9,-1,9,0,0,0,164021,164021,0,0,0,1
0,-1,-1,-1,-1,1767,-1,137,116,-1,-1,-1,-1,970,6.01,13455,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,-1,-1,0,0,-1,-1,1,0,0,0,0,0,23988,23988,0,0,0,23988,608,23380,23988,22357,1286,88,34,0,83,140,16825,8129,223,95,279,538,486,514,436,417,2840,393,824,273,494,231,86,0,8696,149,81,280,677,533,591,460,379,3025,567,693,436,434,306,65,20,9718,1331,1020,786,811,768,782,712,571,530,789,698,566,175,74,64,41,0,0,1,0,2990,1,0,181,0.937479,0.00369,0.0014257,0.0539249,0.0034804,0.0972363,0.1893611,0.3485884,0.1369623,0.1049599,0.0808808,0.0834534,0.0790286,0.0804692,0.0732661,0.0587569,0.054538,0.0811895,0.0718255,0.0582424,0.0180078,0.0076147,0.0065857,0.004219,38077.53686,-0.0000417,0.3172613,7610.464,1,10,-1,10,0,0,0,164021,164021,0,0,0,1
